Application_Domain,Application_Name,Project_Id,BRD_Req_ID,Req_Description,TC_ID,Test_case_summary,Test_case_description,TC_ID_Step,Test_Steps,Expected_results,Fun_ID,Impact_Fucntionality,Impacted_Component,Component_ID,DataSourceId,Impact_Table,Impact_Column,Precondition_Fucntionality,Precondition_Table,Precondition_Column,Keywords,Test_Data,TD_ID
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_19,Validate CSR can view the Care Gaps,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_19_8,CSR cliks on Gaps in care action under Benefits/Auths/Claims column,"Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR 15_F1,Care Gaps,component-6,1006,1063,Member,,Actions,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 15_F1,Care Gaps,component-9,1003,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""M12345678""",1061
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 15_F1,Care Gaps,component-2,1007,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 15_F1,Care Gaps,component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 15_F1,Care Gaps,component-6,1006,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""John""
Last Name = ""Edward""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1062
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_7,CSR clicks on plus icon in M360 screen, screen should display different actions/tasks and search field for actions,CSR Rewrite/CSR 15_F1,Care Gaps,component-6,1006,1063,Member,,HIPAA validation,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_8,CSR types Gaps in care in serach field,screen should display only Gaps in care Action,CSR Rewrite/CSR 15_F1,Care Gaps,component-8,1009,1063,Member,,Actions,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 15,"Customer Support Representative (CSR) should be able to view the Care Gaps for the called-in member in the system. Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR1_TC_20,Validate CSR can view the Care Gaps through search field,Validate CSR can view the Care Gaps for the called-in member ,CSR Rewrite/CSR1_TC_20_9,CSR cliks on Gaps in care action under Benefits/Auths/Claims column,"Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR 15_F1,Care Gaps,component-8,1009,1063,Member,,Actions,,,"CSR, Member, Demographics",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 16_F1,Care Gaps,component-6,1006,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""W12345678""",1068
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_4,Validate the Member Record details,"Member Records should include Member ID, Last Name, First Name, Middle Name, Date of Birth, Address, Business line, Member Status, DSNP indicator (Y/N)",CSR Rewrite/CSR 16_F1,Care Gaps,component-4,1001,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_5,CSR Click one of the member record and click continue,HIPAA Validation screen should be displayed,CSR Rewrite/CSR 16_F1,Care Gaps,component-1,1008,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_6,"CSR enters correct information from caller   ZIP Code, SSN, First Name, Last Name, DOB and SSN details and click Validation",HIPAA validation completed and CSR taken to the M360 Screen,CSR Rewrite/CSR 16_F1,Care Gaps,component-10,1002,1063,Member,,Member Search,,,"CSR, Member search, HIPAA screen","Member First Name ""Mary""
Last Name = ""Jaine""
DOB "" 12/12/198""
SSN = ""XXX-XX-1234""",1069
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_7,CSR clicks on plus icon in M360 screen, screen should display different actions/tasks and search field for actions,CSR Rewrite/CSR 16_F1,Care Gaps,component-2,1007,1063,Member,,HIPAA validation,,,"CSR, Member, Care Gaps",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_8,CSR types Gaps in care in serach field,screen should display only Gaps in care Action,CSR Rewrite/CSR 16_F1,Care Gaps,component-6,1006,1063,Member,,Actions,,,"CSR, Member, Care Gaps",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_9,CSR cliks on Gaps in care action under Benefits/Auths/Claims column,"Care Gaps List screen should display with the Member ID, Member Name, DOB, Gender, PCP, Effective Date detail and list of Care Gaps",CSR Rewrite/CSR 16_F1,Care Gaps,component-9,1003,1063,Member,,Actions,,,"CSR, Member, Care Gaps",None,
Member,Omni,p12345,CSR Rewrite/CSR 16,Customer Support Representative (CSR) should be able to Warm transfer the call to clinician support number when the called-in member has Gap in their care and member willing to setup the follow up discussion with the clinician,CSR Rewrite/CSR1_TC_21,Validate CSR can view the Care Gaps  and Warm transfer the call to Clinician ,Validate CSR can view the Care Gaps through search field and Warm transfer the call to Clinician specialist,CSR Rewrite/CSR1_TC_21_10,CSR discuss with member and agreed to transfer the call to the Clinician Team,"Call Get disconnected and CSR get a message in the Tool ""Call is transferred successful to Clinician Team""",CSR Rewrite/CSR 16_F2,Warm Transfer,component-3,1004,1063,Member,,Care Gaps,,,"CSR, Member, Care Gaps, Clinician, Warmtransfer",None,
Member,Omni,p12345,CSR Rewrite/CSR 17,"Customer Support Representative (CSR) should be able to view all the recent interactions member had with the healthplan through various channels. Interaction list should show the Caller details, member name, DOB, Interaction notes link and channel through which this interaction happened",CSR Rewrite/CSR1_TC_22,Validate CSR can view the Contact Details,Validate CSR can view the Contact Details with all the interaction details with member,CSR Rewrite/CSR1_TC_22_3,CSR Provide the Member ID in the search Field and click search,Member search result screen displayed with matching member record with multiple enrollment(s) if any ,CSR Rewrite/CSR 17_F1,Care Gaps,component-9,1003,1063,Member,,Member enrolled in the system,,,CSR,"Member ID = ""W12345678""",1068
